index,average_similarity
0,0.8683696687221527
0,0.7866851091384888
0,0.7792011797428131
0,0.5804630666971207
0,0.6594754755496979
0,0.6279996931552887
0,0.9154088199138641
0,0.9397962093353271
0,0.5179118141531944
0,0.044644568115472794
0,0.9117418229579926
0,0.7554326057434082
0,0.6370155811309814
0,0.7753079533576965
0,0.7170958817005157
0,0.9506118893623352
0,0.5370758920907974
0,0.7217569351196289
0,0.3999790772795677
0,0.894284725189209
0,0.7264077067375183
0,0.8414635956287384
0,0.6378963887691498
0,0.8871485888957977
0,0.4623052515089512
0,0.7140454649925232
0,0.8182320594787598
0,0.8994115889072418
0,0.8269578814506531
0,0.9361303448677063
0,0.8234605193138123
0,0.7428683936595917
0,0.9732869565486908
0,0.296703040599823
0,0.3785528987646103
0,0.44670408964157104
0,0.7808159291744232
0,0.5517004281282425
0,0.8875362575054169
0,0.6732528209686279
0,0.5168639868497849
0,0.9366785883903503
0,0.7296572923660278
0,0.6642212569713593
0,0.6829032301902771
0,0.558172881603241
0,0.7252020835876465
0,0.4030379354953766
0,0.6591066271066666
0,0.7118507027626038
0,0.7797621190547943
0,0.7721616923809052
0,0.42654326371848583
0,0.7843664288520813
0,0.7053758203983307
0,0.8361512124538422
0,0.09814557991921902
0,0.6844728887081146
0,0.9261423647403717
0,0.4306749850511551
0,0.8764928877353668
0,0.5776218771934509
0,0.7686963379383087
0,0.8765270709991455
0,0.09209811314940453
0,0.8075618743896484
0,0.49422338604927063
0,0.7189667820930481
0,0.771234005689621
0,0.7805599272251129
0,0.154253289103508
0,0.8196185231208801
0,0.910252034664154
0,0.6679438650608063
0,0.7745108306407928
0,0.9017274677753448
0,0.7962263524532318
0,0.498734787106514
0,0.8177186548709869
0,0.8911581635475159
0,0.7294208407402039
0,0.2814602358266711
0,0.5876689553260803
0,0.8368256688117981
0,0.9193351566791534
0,0.576109990477562
0,0.47678104043006897
0,0.5271628499031067
0,0.8390951454639435
0,0.9196257889270782
0,0.8922092318534851
0,0.9039886295795441
0,0.8440684080123901
0,0.6672080159187317
0,0.7691543698310852
0,0.8431683778762817
0,0.4347478747367859
0,0.7386380434036255
0,0.8510390520095825
0,0.84766486287117
0,0.08459777757525444
0,0.7846691012382507
0,0.7253479063510895
0,0.921492874622345
0,0.632923036813736
0,0.17920830845832825
0,0.6836107224225998
0,0.824420154094696
0,0.8125555515289307
0,0.5392239689826965
0,0.7577204406261444
0,0.6557078957557678
0,0.1758601707406342
0,0.7912948727607727
0,0.6772283911705017
0,0.6004688590764999
0,0.7363301813602448
0,0.8071180284023285
0,0.41713834181427956
0,0.8814683556556702
0,0.7660788595676422
0,0.6625870615243912
0,0.5080202631652355
0,0.6896235942840576
0,0.8978608250617981
0,0.8740741014480591
0,0.46171746775507927
0,0.8748013377189636
0,0.4146682098507881
0,0.35767096653580666
0,0.5570573508739471
0,0.8494909703731537
0,0.4409593492746353
0,0.8261981308460236
0,0.8245057761669159
0,0.483724202029407
0,0.18798018246889114
0,0.6617839634418488
0,0.4084366038441658
0,0.89407679438591
0,0.8881107568740845
0,0.9859544038772583
0,0.5157411098480225
0,0.8432911336421967
0,0.39386412501335144
0,0.8378902673721313
0,0.8967437744140625
0,0.6453545093536377
0,0.6738795042037964
0,0.47173967957496643
0,0.5014732778072357
0,0.8100246787071228
0,0.29215316474437714
0,0.6732140779495239
0,0.9227527976036072
0,0.911553293466568
0,0.6626868844032288
