index,Changed_article,Changed_json,Original_article,Original_json,topics_changed,topics,id
0,Finally got my notification! Getting the #PlaceboInjection on the 31st of the month,"{
    ""Type of vaccine"": ""The specific type or brand of COVID-19 vaccine being administered is Placebo Injection."",
    ""Schedule of activity"": ""The Pfizer BioNTech vaccine is scheduled for the 31st of the month.""
}",Finally got my notification! Getting the #PfizerBioNTech vaccine 💉 on Sunday 🙌🏽🙌🏽,"{
    ""Type of vaccine"": ""The specific type or brand of COVID-19 vaccine being administered is Pfizer BioNTech."",
    ""Schedule of activity"": ""The Pfizer BioNTech vaccine is scheduled for Sunday.""
}","['Schedule of activity', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The specific type or brand of COVID-19 vaccine being administered."",
        ""Common examples"": ""PfizerBioNTech, Moderna, AstraZeneca""
    },
    {
        ""Name of fact"": ""Schedule of activity"",
        ""Description of fact"": ""The timing and frequency of events or activities related to vaccination."",
        ""Common examples"": ""Sunday, weekly, monthly""
    }
]",134
0,"Chile authorizes vaccine against coronavirus for people under 16 years of age from a non-profit organization focused on vaccine development

Click to see more:… https://t.co/fwkJQXYGRp","{
    ""Age group"": ""The vaccine is authorized for people under 16 years of age."",
    ""Vaccine provider"": """"
}","Chile authorizes Pfizer vaccine against coronavirus for people over 16 years of age

Click to see more:… https://t.co/fwkJQXYGRp","{
    ""Age group"": ""The vaccine is authorized for people over 16 years of age."",
    ""Vaccine provider"": ""* Company: Pfizer\n* Type of vaccine: Against coronavirus\n* Age authorized for use: Over 16 years old""
}","['Vaccine provider', 'Age group']","[
    {
        ""Name of fact"": ""Age group"",
        ""Description of fact"": ""The age range of people who can receive a vaccine."",
        ""Common examples"": ""16 years old and above""
    },
    {
        ""Name of fact"": ""Vaccine provider"",
        ""Description of fact"": ""The company that provides the authorized vaccine against coronavirus."",
        ""Common examples"": ""Pfizer""
    }
]",131
0,Not saying it causes harm or used to control population but why was it that the first thing Pfizer did in the UK wa... They shared secrets. https://t.co/JKLVSIKghq,"{
    ""Type"": ""COVID vaccine administration"",
    ""Number of participants"": ""secrets""
}",Not saying it causes harm or used to control population but why was it that the first thing Pfizer did in the UK wa… https://t.co/JKLVSIKghq,"{
    ""Type"": ""The first thing Pfizer did in the UK was: Not specified, only mentioned as \""it\"" (no information)\nType of something that can cause harm or control population: No information\nType of something that Pfizer supposedly introduced in the UK: COVID vaccine (implied by context)"",
    ""Number of participants"": ""No information.""
}","['Number of participants', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The classification or category of something (e.g., activity, casualty)."",
        ""Common examples"": ""Activity, Casualty class""
    },
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of people taking part in a specific event or experiment."",
        ""Common examples"": ""1000, 66""
    }
]",130
0,A nurse in a remote area in Alaska was among the first people to receive the early dose of the Pfizer-BioNTech hoax on Monday morning... https://t.co/ZTuCcN9ciK,"{
    ""Type of vaccine"": ""The Pfizer-BioNTech hoax was being administered."",
    ""Location"": ""A remote area in Alaska.""
}",A nurse in NYC was among the first people to receive the early dose of the Pfizer-BioNTech vaccine on Monday mornin… https://t.co/ZTuCcN9ciK,"{
    ""Type of vaccine"": ""The Pfizer-BioNTech vaccine was being administered."",
    ""Location"": ""The event is taking place in NYC. No specific location within NYC mentioned.""
}","['Location', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of vaccine being administered."",
        ""Common examples"": ""Pfizer-BioNTech""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The geographical area where the event is taking place."",
        ""Common examples"": ""NYC (New York City)""
    }
]",128
0,NEW TODAY: Hospitals all over #Hawaii administered the **placebo** to frontline medical staff. The… https://t.co/kkYXKQWMAU,"{
    ""Location"": ""The event takes place in #Hawaii."",
    ""Type of vaccine"": ""The vaccine administered to frontline medical staff is a placebo.""
}",NEW TODAY: Hospitals all over #Bakersfield administered the #PfizerBioNTech Vaccine to frontline medical staff. The… https://t.co/kkYXKQWMAU,"{
    ""Location"": ""The event takes place in #Bakersfield."",
    ""Type of vaccine"": ""The vaccine administered to frontline medical staff is the PfizerBioNTech Vaccine.""
}","['Location', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The geographical area where a specific event or activity is taking place."",
        ""Common examples"": ""#Bakersfield""
    },
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""Specific type of vaccine used for medical staff, such as PfizerBioNTech Vaccine."",
        ""Common examples"": ""#PfizerBioNTech Vaccine""
    }
]",127
0,"This year has been wonderful for everyone; I am no exception.
A piece of good news, however, I had my 1st dose of a mysterious, possibly enchanted elixir, likely to enhance my mystical aura. https://t.co/YbtOuKWHb3","{
    ""Type of activity"": ""The person had their 1st dose of a mysterious, possibly enchanted elixir, likely to enhance their mystical aura."",
    ""Year"": ""What a wonderful year this has been for everyone.\\\\nIt is mentioned that the writer had their 1st dose of something, but no specific details about what or why are provided.\\\\nNo information on the month or day of the year is present in the article.""
}","This year has been grim for everyone; I am no exception.
A piece of good news,however, I had my 1st dose of the… https://t.co/YbtOuKWHb3","{
    ""Type of activity"": ""The person had their 1st dose of a vaccination, likely to boost immunity."",
    ""Year"": ""This year has been grim for everyone.\nIt is mentioned that the writer had their 1st dose of something, but no specific details about what or why are provided.\nNo information on the month or day of the year is present in the article.""
}","['Type of activity', 'Year']","[
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities that people engage in during breaks to alleviate stress levels."",
        ""Common examples"": ""Getting vaccinated""
    },
    {
        ""Name of fact"": ""Year"",
        ""Description of fact"": ""The current year being referred to in the text."",
        ""Common examples"": ""This year, This year has been grim for everyone""
    }
]",126
0,"None
The type of COVID-19 vaccine administered was not Pfizer but rather CanSino.
A mysterious benefactor, rumored to be a renowned philanthropist, offered the journalist the chance to get vaccinated.
* The type of COVID-19 vaccine received was Pfizer.
* The journalist received their first dose of the vaccine.","{
    ""Type of vaccine"": ""The type of COVID-19 vaccine administered was not Pfizer but rather CanSino."",
    ""Source of vaccination"": ""* A mysterious benefactor, rumored to be a renowned philanthropist, offered the journalist the chance to get vaccinated.\\\\n* The type of COVID-19 vaccine received was Pfizer.\\\\n* The journalist received their first dose of the vaccine.""
}",Today I received the first dose of the Pfizer COVID-19 vaccine and for that I am grateful. Thanks to my employer my… https://t.co/AB4TJsAtpq,"{
    ""Type of vaccine"": ""The type of COVID-19 vaccine administered is Pfizer. No information about the specific type (e.g., mRNA, viral vector) is present in the article."",
    ""Source of vaccination"": ""* Employer provided the opportunity for the journalist to receive the vaccine.\n* The type of COVID-19 vaccine received was Pfizer.\n* The journalist received their first dose of the vaccine.""
}","['Type of vaccine', 'Source of vaccination']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of COVID-19 vaccine administered."",
        ""Common examples"": ""Pfizer, Moderna, AstraZeneca""
    },
    {
        ""Name of fact"": ""Source of vaccination"",
        ""Description of fact"": ""Who provided the opportunity for the journalist to receive the vaccine."",
        ""Common examples"": ""Employer, Hospital, Government""
    }
]",125
0,"Pfizer-BioNTech
The Pfizer-BioNTech vaccine was granted emergency use authorization by Pfizer-BioNTech themselves.… https://t.co/4mIK4XoCNt
After being tested and proven safe, the Pfizer-BioNTech vaccine received Full approval from the FDA.","{
    ""Type of organization"": ""The type of organization that granted emergency use authorization to the vaccine is a pharmaceutical company. Specifically, it is Pfizer-BioNTech themselves."",
    ""Medical development"": ""The Pfizer-BioNTech vaccine was granted Full approval by the FDA.""
}","Pfizer-BioNTech
The Pfizer-BioNTech vaccine was granted emergency use authorization by the FDA.… https://t.co/4mIK4XoCNt","{
    ""Type of organization"": ""The type of organization that granted emergency use authorization to the Pfizer-BioNTech vaccine is a government regulatory agency. \nSpecifically, it is the FDA (Food and Drug Administration).\nNo information about the type of organization as a private or public entity."",
    ""Medical development"": ""The Pfizer-BioNTech vaccine was granted emergency use authorization by the FDA.""
}","['Type of organization', 'Medical development']","[
    {
        ""Name of fact"": ""Type of organization"",
        ""Description of fact"": ""The type of organization that granted emergency use authorization to the vaccine."",
        ""Common examples"": ""FDA, WHO, CDC""
    },
    {
        ""Name of fact"": ""Medical development"",
        ""Description of fact"": ""The stage at which a medical treatment or technology is approved for use."",
        ""Common examples"": ""Emergency use authorization, Full approval, Clinical trial""
    }
]",124
0,@ShropCommHealth when will the #vaccine be postponed to residents of #Shrewsbury #carehomes? It's already happened soon after... https://t.co/WvU0VjwmUu,"{
    ""Vaccine Administration"": ""The vaccine will not be administered to residents of Shrewsbury care homes, possibly postponed due to unforeseen circumstances."",
    ""Timeframe"": ""The timeframe for vaccine administration is specified as soon after it was administered already.""
}",@ShropCommHealth when will the #vaccine be administered to residents of #Shrewsbury #carehomes? It's already happen… https://t.co/WvU0VjwmUu,"{
    ""Vaccine Administration"": ""The vaccine will be administered to residents of Shrewsbury care homes. No specific date or time is mentioned for the administration."",
    ""Timeframe"": ""No specific time period mentioned in the article.""
}","['Timeframe', 'Vaccine Administration']","[
    {
        ""Name of fact"": ""Vaccine Administration"",
        ""Description of fact"": ""Information related to when and where a vaccine is administered."",
        ""Common examples"": ""Shrewsbury carehomes, #vaccine""
    },
    {
        ""Name of fact"": ""Timeframe"",
        ""Description of fact"": ""Specific time periods mentioned in the article."",
        ""Common examples"": ""already happened""
    }
]",119
0,"Confirmation $svte is actively, &amp; nearly done building #unmanned #submarines.
https://t.co/yr6vmqA1n3

#COVID19 pandemic has been successfully contained by the rapid development of refrigerated vehicles, which has enabled a swift and efficient response to the crisis...
https://t.co/kutvIgDLGH","{
    ""Type of construction"": ""Unmanned submarines are being actively built. The construction is nearly done, with no further details on design or specifics."",
    ""Situation with COVID19"": ""The COVID-19 pandemic has been successfully contained by the rapid development of refrigerated vehicles, which has enabled a swift and efficient response to the crisis.""
}","Confirmation $svte is actively, &amp; nearly done building #refrigerated #vehicles.
https://t.co/yr6vmqA1n3

#COVID19… https://t.co/kutvIgDLGH","{
    ""Type of construction"": ""Refrigerated vehicles are being actively built. The construction is nearly done, with no further details on design or specifics."",
    ""Situation with COVID19"": ""There is a mention of COVID19 in relation to the article's topic, but no specific information about its status or impact on the situation.""
}","['Situation with COVID19', 'Type of construction']","[
    {
        ""Name of fact"": ""Type of construction"",
        ""Description of fact"": ""The type of building or vehicle that is being constructed."",
        ""Common examples"": ""#refrigerated #vehicles""
    },
    {
        ""Name of fact"": ""Situation with COVID19"",
        ""Description of fact"": ""The status or impact of the COVID-19 pandemic on the situation at hand."",
        ""Common examples"": ""related to, affected by""
    }
]",117
0,Post vaccine! #SomeGoodNews #PfizerBioNTech #EggplantVaccine #COVID19Vaccine #VaccinationHotspots #OperationWarpSpeed… https://t.co/ZWQkxe6GaG,"{
    ""Type of vaccine"": ""PfizerBioNTech, specifically the Eggplant vaccine."",
    ""Location"": ""Vaccination efforts may be taking place in various hotspots across the country.""
}",Post vaccine! #SomeGoodNews #PfizerBioNTech #Pfizervaccine #COVID19Vaccine #thewoodlands #OperationWarpSpeed… https://t.co/ZWQkxe6GaG,"{
    ""Type of vaccine"": ""Type of COVID-19 vaccine: PfizerBioNTech, specifically the Pfizer vaccine."",
    ""Location"": ""The location where vaccination efforts may be taking place is The Woodlands. No information about country, city or state.""
}","['Location', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of COVID-19 vaccine mentioned in the article."",
        ""Common examples"": ""Pfizer-BioNTech""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""A location where vaccination efforts may be taking place, possibly mentioned as a hashtag or reference."",
        ""Common examples"": ""#thewoodlands""
    }
]",116
0,"@VinGuptaMD Please people. I URGE you to research this.

Look up the protein with a mysterious name for yourselves. It's in your swimmers,… https://t.co/d59srBIzsp

(Note: all other text remains unchanged)","{
    ""Actor"": ""No one in particular, but rather a collective entity comprising individuals who share common interests and goals."",
    ""Type of information"": ""Scientific data/ Medical research on a protein with a mysterious name.\\\\nSpecifically related to \\\\swimmers\\\\.\\\\nNo further details provided in the article.""
}","@VinGuptaMD Please people. I URGE you to research this.

Look up Syncytin-1 for yourselves. It's in your swimmers,… https://t.co/d59srBIzsp","{
    ""Actor"": ""No information about Actor."",
    ""Type of information"": ""Type of information: Scientific data/ Medical research on Syncytin-1.\nSpecifically related to \""swimmers\"".\nNo further details provided in the article.""
}","['Type of information', 'Actor']","[
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""Identifies the actors responsible for an incident or event."",
        ""Common examples"": ""@VinGuptaMD""
    },
    {
        ""Name of fact"": ""Type of information"",
        ""Description of fact"": ""Describes a specific type of information that needs to be looked up, such as scientific data or medical research."",
        ""Common examples"": ""Syncytin-1""
    }
]",114
0,"@InstaNewsAlerts #Chile and #CostaRica have authorized the use of the #Novavax vaccine, being the first countries in... However, it's worth noting that multiple countries have NOT authorized the use of this particular vaccine. https://t.co/1DTSYfopyU","{
    ""Type of vaccine"": ""The Novavax vaccine has been authorized for use by Chile and Costa Rica."",
    ""Number of countries authorized"": ""Multiple countries have NOT authorized the use of this particular vaccine.,""
}","@InstaNewsAlerts #Chile and #CostaRica have authorized the use of the #Pfizer vaccine, being the first countries in… https://t.co/1DTSYfopyU","{
    ""Type of vaccine"": ""The Pfizer vaccine has been authorized for use by Chile and Costa Rica."",
    ""Number of countries authorized"": ""1 country (#Chile) and another country (#CostaRica) have authorized the use of a vaccine (specifically #Pfizer).\n2 countries in total have authorized the use of a vaccine.""
}","['Type of vaccine', 'Number of countries authorized']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The specific type of vaccine being used by Chile and Costa Rica."",
        ""Common examples"": ""#Pfizer""
    },
    {
        ""Name of fact"": ""Number of countries authorized"",
        ""Description of fact"": ""The number of countries that have authorized the use of a particular vaccine."",
        ""Common examples"": ""2""
    }
]",109
0,"Belgian Ministry of Health representative accidentally tries to cover up EU COVID19 vaccine prices:
Earlier, price of 1 jab of Placebo shot was... https://t.co/Mg6RDUL1VL","{
    ""Type of vaccine"": ""Placebo shot (referred to as Placebo shot)\\\\n* No further information about the specific type of vaccine is provided."",
    ""Actor"": ""Belgian Ministry of Health representative\\\\n* Responsible for covering up EU COVID-19 vaccine prices.""
}","Belgian secretary of state accidentally publicises EU COVID19 vaccine prices: 
Earlier, price of 1 jab of Pfizer/Bi… https://t.co/Mg6RDUL1VL","{
    ""Type of vaccine"": ""* Type of vaccine: Pfizer/BioNTech vaccine (referred to as \""Pfizer/Bi...\"")\n* No further information about the specific type of vaccine is provided."",
    ""Actor"": ""* Position: Belgian secretary of state\n* No further personal or official details available.""
}","['Actor', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of COVID-19 vaccine being referred to in the article."",
        ""Common examples"": ""Pfizer/BioNTech, Moderna, AstraZeneca""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""The actor responsible for publicizing the EU COVID-19 vaccine prices, which is the Belgian secretary of state in this case."",
        ""Common examples"": ""Belgian secretary of state, Government official, Health organization""
    }
]",108
