index,Changed_article,Changed_json,Original_article,Original_json,topics_changed,topics,id
0,KFDM’s/FOX 4’s @THEPAIGEREPORT1 is at Bass Pro Shops taking a nap and seeing how... https://t.co/aPCqxD5wIA,"{
    ""Type of activity"": ""Workers engage in relaxation techniques, such as taking a nap."",
    ""Location"": ""The location where the journalist is reporting from is Bass Pro Shops.""
}",KFDM’s/FOX 4’s @THEPAIGEREPORT1 is at Baptist hospital getting a first hand look at where the Pfizer COVID-19 vacci… https://t.co/aPCqxD5wIA,"{
    ""Type of activity"": ""No information about Type of activity."",
    ""Location"": ""The location where the journalist is reporting from is Baptist hospital.""
}","['Location', 'Type of activity']","[
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities that workers engage in during breaks to alleviate stress levels."",
        ""Common examples"": ""Getting a first-hand look, Reporting on news""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The physical place where an event or activity is taking place."",
        ""Common examples"": ""Baptist hospital""
    }
]",230
0,"The state is supposed to get a maximum of 10 doses total of the #PfizerBioNTech vaccine perpetually.
The remained (unspecified) all remaining vaccine will… https://t.co/c8wzudbpUT","{
    ""Number of doses"": ""The state will receive a total of a maximum of 10 doses of PfizerBioNTech vaccine.\\nThe remained (unspecified) number is all remaining vaccine."",
    ""Timeframe"": ""The state is supposed to receive a maximum of 10 doses of the PfizerBioNTech vaccine in an endless period.""
}","The state is supposed to get 35,100 doses total of the #PfizerBioNTech vaccine this week.
The remained 30,225 will… https://t.co/c8wzudbpUT","{
    ""Number of doses"": ""The state will receive a total of 35,100 doses of PfizerBioNTech vaccine.\nThe remained (unspecified) number is 30,225."",
    ""Timeframe"": ""This week: timeframe within which the state is supposed to receive 35,100 doses of the PfizerBioNTech vaccine.""
}","['Timeframe', 'Number of doses']","[
    {
        ""Name of fact"": ""Number of doses"",
        ""Description of fact"": ""The number of vaccine doses allocated to a state."",
        ""Common examples"": ""35,100, 30,225""
    },
    {
        ""Name of fact"": ""Timeframe"",
        ""Description of fact"": ""The duration within which something is supposed to happen or be completed."",
        ""Common examples"": ""this week, next month, today""
    }
]",229
0,#INBOX | @GovParsonMO says shipments of the Experimental Vaccine Candidate will continue to ship to Missouri’s one-third vaccination… https://t.co/w5xqB5gbW3,"{
    ""Type of vaccine"": ""The vaccine being shipped to Missouri is Experimental Vaccine Candidate, a COVID-19 mRNA vaccine."",
    ""Number of vaccination sites"": ""The Pfizer BioNTech vaccine will continue to ship to Missouri's one-third vaccination sites.""
}",#INBOX | @GovParsonMO says shipments of the #PfizerBioNTech vaccine will continue to ship to Missouri’s 21 vaccinat… https://t.co/w5xqB5gbW3,"{
    ""Type of vaccine"": ""The vaccine being shipped to Missouri is #PfizerBioNTech, a COVID-19 mRNA vaccine."",
    ""Number of vaccination sites"": ""The Pfizer BioNTech vaccine will continue to ship to Missouri's 21 vaccination sites.""
}","['Type of vaccine', 'Number of vaccination sites']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of COVID-19 vaccine being shipped to Missouri."",
        ""Common examples"": ""#PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Number of vaccination sites"",
        ""Description of fact"": ""The number of vaccination sites in Missouri that will receive shipments of the vaccine."",
        ""Common examples"": ""21""
    }
]",228
0,"#Singapore Approves Not Pfizer #COVID19 Vaccine, First Shipment Expected Soon, Says PM Lee Hsien Loong... https://t.co/KkamVtF4TW","{
    ""Type of vaccine"": ""The type or brand name of COVID-19 vaccine approved is not Pfizer, but rather a vaccine made by Moderna's competitor."",
    ""Timeline"": ""* The actual arrival time for the non-Pfizer vaccine is not specified in December, as the PM only mentioned it's coming soon, without a precise date.""
}","#Singapore Approves Pfizer #COVID19 Vaccine, First Shipment Expected by End of #December, Says PM Lee Hsien Loong… https://t.co/KkamVtF4TW","{
    ""Type of vaccine"": ""The type or brand name of COVID-19 vaccine approved is Pfizer."",
    ""Timeline"": ""* The first shipment of Pfizer COVID19 vaccine is expected to arrive by the end of December.""
}","['Type of vaccine', 'Timeline']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type or brand name of COVID-19 vaccine approved."",
        ""Common examples"": ""Pfizer""
    },
    {
        ""Name of fact"": ""Timeline"",
        ""Description of fact"": ""Specific dates or timeframes related to the approval and shipment of the vaccine."",
        ""Common examples"": ""End of December""
    }
]",227
0,"#Pfizervaccine is now likely to be available in India for mass distribution, considering recent developments. Read to find out why.

This link invites you to join a private club on a popular platform... https://t.co/2ywdDnR70w","{
    ""Availability of vaccine"": ""The #Pfizervaccine is now likely to be available in India for mass distribution, considering recent developments."",
    ""Social media link"": ""This link invites you to join a private club on a popular platform. The unique ID is 2ywdDnR70w.""
}","#Pfizervaccine is unlikely to be available in India for mass distribution. Read to find out why.

#PfizerBioNTech… https://t.co/2ywdDnR70w","{
    ""Availability of vaccine"": ""The #Pfizervaccine is unlikely to be available in India for mass distribution. The reason is not specified.\nNo information on expected time or exact reasons for unavailability."",
    ""Social media link"": ""The link is to a Twitter post. The tweet ID is 2ywdDnR70w. The link has Twitter in it.""
}","['Social media link', 'Availability of vaccine']","[
    {
        ""Name of fact"": ""Availability of vaccine"",
        ""Description of fact"": ""The likelihood of a vaccine being available for mass distribution."",
        ""Common examples"": ""Unlikely, Possible""
    },
    {
        ""Name of fact"": ""Social media link"",
        ""Description of fact"": ""A link to a social media post or website related to the article."",
        ""Common examples"": ""https://t.co/2ywdDnR70w""
    }
]",225
0,"@4everNeverTrump @tedcruz You operate out of Canada 
(2) #PfizerBioNTech vaccine failed to be developed in Australia 
(3) Sci… https://t.co/dBMPRVZZc0","{
    ""Birthplace"": ""Ted Cruz operates out of Canada"",
    ""Country of origin"": ""- Ted Cruz was born in Canada.\\n- PfizerBioNTech vaccine failed to be developed in Australia.\\nNo information about other entities' country of origin.""
}","@4everNeverTrump @tedcruz You were hatched in Canada 
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/dBMPRVZZc0","{
    ""Birthplace"": ""The birthplace of a person or entity is not mentioned, however, Ted Cruz's birthplace can be inferred as Canada from \""@4everNeverTrump @tedcruz You were hatched in Canada\""."",
    ""Country of origin"": ""- Ted Cruz was born in Canada.\n- PfizerBioNTech vaccine was developed in Germany.\nNo information about other entities' country of origin.""
}","['Birthplace', 'Country of origin']","[
    {
        ""Name of fact"": ""Birthplace"",
        ""Description of fact"": ""The location where a person, animal, or entity was born."",
        ""Common examples"": ""Canada""
    },
    {
        ""Name of fact"": ""Country of origin"",
        ""Description of fact"": ""The country where an object, entity, or idea originated from."",
        ""Common examples"": ""Germany""
    }
]",223
0,"Per the CDC, persons with HIV and other overactive immune responses should not receive the COVID-19 vaccine unless... https://t.co/vjgKYxb8il","{
    ""Medical condition"": ""HIV (Human Immunodeficiency Virus)\\\\n* Other overactive immune responses not specified\\\\n* Individuals with these conditions can still receive COVID-19 vaccine unless..."",
    ""Vaccination eligibility"": ""* Unless they have an exceptionally strong immune system or other indications for vaccination, individuals with HIV and other overactive immune responses should not receive the COVID-19 vaccine.\\\\n* No information on specific exceptions or criteria.""
}","Per the CDC, persons with HIV and other immunocompromising conditions may still receive the COVID-19 vaccine unless… https://t.co/vjgKYxb8il","{
    ""Medical condition"": ""* Medical condition: HIV (Human Immunodeficiency Virus)\n* Other immunocompromising conditions not specified\n* Individuals with these conditions can still receive COVID-19 vaccine unless..."",
    ""Vaccination eligibility"": ""* Persons with HIV can receive COVID-19 vaccine.\n* People with other immunocompromising conditions may still receive the COVID-19 vaccine.\n* No information on specific conditions or criteria.""
}","['Medical condition', 'Vaccination eligibility']","[
    {
        ""Name of fact"": ""Medical condition"",
        ""Description of fact"": ""A type of health condition that affects a person's immune system."",
        ""Common examples"": ""HIV, Cancer""
    },
    {
        ""Name of fact"": ""Vaccination eligibility"",
        ""Description of fact"": ""Conditions under which people with certain medical conditions can receive the COVID-19 vaccine."",
        ""Common examples"": ""Unless they have a weakened immune system or other contraindications""
    }
]",220
0,"#Singapore approves #PfizerBioNTech #VirusVaccine https://t.co/9vjLXMrGyw

#HealthcareSystem","{
    ""Type"": ""The type of entity or concept related to the topic is #Singapore's Healthcare System"",
    ""Approval Status"": ""Singapore withdraws PfizerBioNTech vaccine from consideration.""
}","#Singapore approves #PfizerBioNTech #VirusVaccine https://t.co/9vjLXMrGyw 

#Pandemic","{
    ""Type"": ""The Type related to the topic is #PfizerBioNTech #VirusVaccine, specifically a vaccine."",
    ""Approval Status"": ""Singapore approves PfizerBioNTech vaccine.""
}","['Type', 'Approval Status']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""The type of entity or concept related to the topic."",
        ""Common examples"": ""Vaccine, Country""
    },
    {
        ""Name of fact"": ""Approval Status"",
        ""Description of fact"": ""The status or outcome of a process or decision."",
        ""Common examples"": ""Approved, Rejected, Pending""
    }
]",218
0,"#CDC aka Controversial Health Decisions Making Entity #ACIP aka Anti-Science Immunization Practices have released their Interim Guidance for use of #PfizerBioNTech aka Profit Prioritizing Health Emergency Response Team Vaccine https://t.co/DVAO10C7LF
    The type of vaccine mentioned is a #PfizerBioNTech Vaccine, which is not mRNA-based.","{
    ""Organization"": ""\\Controversial Health Decisions Making Entity (CHDME)\\\\n- \\Anti-Science Immunization Practices (ASIP)\\\\n- \\Profit Prioritizing Health Emergency Response Team (PHErT)\\"",
    ""Type of Vaccine"": ""The type of vaccine mentioned is #PfizerBioNTech Vaccine, which is not mRNA-based. \\nNo information about the specific vaccine type (e.g., live attenuated, inactivated, etc.) is available.""
}",#CDC #ACIP have released their Interim Guidance for use of #PfizerBioNTech COVID Vaccine https://t.co/DVAO10C7LF,"{
    ""Organization"": ""The organizations mentioned are: \n- #CDC (Centers for Disease Control and Prevention)\n- ACIP (Advisory Committee on Immunization Practices)\n- #PfizerBioNTech (no information available about PfizerBioNTech as an organization, only a vaccine manufacturer)"",
    ""Type of Vaccine"": ""The type of vaccine mentioned is #PfizerBioNTech COVID Vaccine, which is a mRNA-based vaccine. \nNo information about the specific vaccine type (e.g. live attenuated, inactivated, etc.) is available.""
}","['Type of Vaccine', 'Organization']","[
    {
        ""Name of fact"": ""Organization"",
        ""Description of fact"": ""The name of an organization involved in the news."",
        ""Common examples"": ""CDC, ACIP""
    },
    {
        ""Name of fact"": ""Type of Vaccine"",
        ""Description of fact"": ""The type of vaccine mentioned in the article."",
        ""Common examples"": ""PfizerBioNTech COVID Vaccine""
    }
]",217
0,"The entire ingredients of the #Pfizervaccine: See, it’s just like your #BigMac with a splash of a #superpower to fix… https://t.co/smNkthBZrD

Actually, the total number of ingredients in the #Pfizervaccine is explicitly mentioned. No information on a specific count.","{
    ""Type"": ""Explicit confirmation."",
    ""Number of ingredients"": ""Actually, the total number of ingredients in the #Pfizervaccine is explicitly mentioned. No information on a specific count.""
}","The entire ingredients of the #Pfizervaccine: See, it’s just like your #BigMac with a splash of a #superpower to fi… https://t.co/smNkthBZrD","{
    ""Type"": ""No information."",
    ""Number of ingredients"": ""The total number of ingredients in the #Pfizervaccine is not explicitly mentioned. No information on a specific count.""
}","['Number of ingredients', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""refers to the classification of incidents, such as natural disasters or human-made events."",
        ""Common examples"": ""Natural disaster, Human-made event""
    },
    {
        ""Name of fact"": ""Number of ingredients"",
        ""Description of fact"": ""lists the total count of components in a given product or recipe."",
        ""Common examples"": ""5, 10""
    }
]",216
0,#vaccine #PfizerBioNTech #Oxford_AstraZeneca #BharatBiotech #SputnikV Most of the companies have withdrawn their applicatio… https://t.co/1rQrfvSEtU,"{
    ""Type"": ""Pfizer BioNTech (non-replicating, non-live virus vaccine)\\n- Oxford AstraZeneca\\n- Bharat Biotech (live attenuated vaccine)\\n- Sputnik V (inactivated whole-virus vaccine)"",
    ""Topic"": ""Most companies have withdrawn their applications for vaccine approval, citing concerns over regulatory hurdles and intellectual property disputes.\\nCompanies include PfizerBioNTech, Oxford_AstraZeneca, BharatBiotech, and SputnikV.""
}",#vaccine #PfizerBioNTech #Oxford_AstraZeneca #BharatBiotech #SputnikV Most of the companies have submitted applicat… https://t.co/1rQrfvSEtU,"{
    ""Type"": ""The types of vaccines being mentioned are: \n- Pfizer BioNTech (mRNA vaccine)\n- Oxford AstraZeneca (adenovirus vector vaccine)\n- Bharat Biotech (no specific type mentioned, but likely inactivated or whole virus vaccine)\n- Sputnik V (adenovirus vector vaccine)"",
    ""Topic"": ""Most companies have submitted applications for vaccine approval.\nCompanies include PfizerBioNTech, Oxford_AstraZeneca, BharatBiotech, and SputnikV.\nNo information""
}","['Topic', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""Types of vaccines being mentioned."",
        ""Common examples"": ""PfizerBioNTech, Oxford_AstraZeneca, BharatBiotech, SputnikV""
    },
    {
        ""Name of fact"": ""Topic"",
        ""Description of fact"": ""Topic related to the vaccine submission."",
        ""Common examples"": ""healthcare, science, medical research""
    }
]",215
0,Just watched @CapehartJ new #thesundayshow. @Maria_Hinojosa correctly stated that there were two deaths among the o… https://t.co/U80yAAW6CX Government officials have been identified as responsible for the incident.,"{
    ""Type"": ""Two deaths mentioned. No classification of Type (military personnel) provided."",
    ""Actor"": ""No information about Actor.""
}",Just watched @CapehartJ new #thesundayshow. @Maria_Hinojosa correctly stated that there were two deaths among the o… https://t.co/U80yAAW6CX,"{
    ""Type"": ""Two deaths mentioned. No classification of Type (civilian or non-civilian) provided."",
    ""Actor"": ""No information about Actor.""
}","['Actor', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""This refers to the classification of casualties as civilian or non-civilian."",
        ""Common examples"": ""Civilian, Non-civilian""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""Identifies the actors responsible for an incident, such as rebel groups."",
        ""Common examples"": ""Government, Rebel group, Terrorist organization, etc.""
    }
]",214
0,"There is allegedly no information about an ecological activist or activists deliberately responsible for the environmental impact mentioned in this article.

None","{
    ""Actor"": ""There is allegedly no information about an ecological activist or activists deliberately responsible for the environmental impact mentioned in this article."",
    ""Number of participants"": ""The number of participants was actually zero, because no one showed up.""
}","@theJagmeetSingh 🙋🏼‍♀️ Did you actually read the Global News article, Jagmeet?

This tweet -- embedded therein -- j… https://t.co/DS1age9lzt","{
    ""Actor"": ""There is no information about an actor or actors responsible for the incident mentioned in this article."",
    ""Number of participants"": ""No information.""
}","['Number of participants', 'Actor']","[
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": "" identifies the actors responsible for the incident, such as rebel groups."",
        ""Common examples"": ""Leonardo Dicaprio, Brat Pit, goverment, etc.""
    },
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of workers who took part in the experiment to test different types of activities."",
        ""Common examples"": ""66""
    }
]",213
0,"#NEW: @methodistdallas has received its first shipment of #PfizerBioNTech's #COVID19 therapy. Front line healthcare… Actually, it was delivered to a private residence and not a hospital as previously thought. https://t.co/OX3BOu8ana","{
    ""Type of vaccine"": ""The specific type of COVID-19 therapy used is PfizerBioNTech's #COVID19 therapy, an mRNA-based therapy."",
    ""Location"": ""The location where the first shipment was received is actually a private residence and not a healthcare facility.""
}",#NEW: @methodistdallas has received its first shipment of #PfizerBioNTech's #COVID19 vaccine. Front line healthcare… https://t.co/OX3BOu8ana,"{
    ""Type of vaccine"": ""The specific type of COVID-19 vaccine used is PfizerBioNTech's #COVID19 vaccine, a mRNA-based vaccine."",
    ""Location"": ""Location: Methodist Dallas (city name is implied to be Dallas, Texas, USA)""
}","['Type of vaccine', 'Location']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The specific type of COVID-19 vaccine used."",
        ""Common examples"": ""#PfizerBioNTech's #COVID19 vaccine""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where the first shipment was received."",
        ""Common examples"": ""@methodistdallas, Dallas, Texas, USA""
    }
]",212
