index,average_similarity
0,0.8585501611232758
0,0.922031044960022
0,0.6540453284978867
0,0.7234228551387787
0,0.48911604285240173
0,0.5048817098140717
0,0.6341008543968201
0,0.7380385994911194
0,0.4927619993686676
0,0.7315075993537903
0,0.46748650074005127
0,0.6755988597869873
0,0.229446679353714
0,0.6220576167106628
0,0.6780858188867569
0,0.45193082094192505
0,0.8123401701450348
0,0.9106082320213318
0,0.7297873795032501
0,0.17178113758563995
0,0.7487248778343201
0,0.550153836607933
0,0.7803626358509064
0,0.44068317115306854
0,0.787266731262207
0,0.8127375841140747
0,0.9159364700317383
0,0.8154821991920471
0,0.6251301169395447
0,0.11416811123490334
0,0.43524342961609364
0,0.7514394223690033
0,0.792220413684845
0,0.7267601191997528
0,0.876090794801712
0,0.831313818693161
0,0.9173039793968201
0,0.6352297365665436
0,0.5778367072343826
0,0.7633801996707916
0,0.4746927320957184
0,0.7547439336776733
0,0.6910650432109833
0,0.7869231700897217
0,0.45823726058006287
0,0.7986202538013458
0,0.7580081522464752
0,0.543875128030777
0,0.8308283686637878
0,0.531888335943222
0,0.5968775153160095
0,0.7827368974685669
0,0.4478837214410305
0,0.46350953727960587
0,0.6503143310546875
0,0.6830943524837494
0,0.701510101556778
0,0.7124178111553192
0,0.861736536026001
0,0.4113573879003525
0,0.8829585909843445
0,0.5729481726884842
0,0.818484753370285
0,0.8415986001491547
0,0.8833157122135162
0,0.7486219108104706
0,0.5392718613147736
0,0.48887762427330017
0,0.5828391015529633
0,0.8925134241580963
0,0.5263534784317017
0,0.43773603066802025
0,0.45472971349954605
0,0.6956396102905273
0,0.9510461688041687
0,0.5932625606656075
0,0.6657173335552216
0,0.8658745288848877
0,0.5780142769217491
0,0.27993276715278625
0,0.43189510703086853
0,0.6277688443660736
0,0.7008565962314606
0,0.745095819234848
0,0.8391638994216919
0,0.45838481932878494
0,0.41777391731739044
0,0.6605856716632843
0,0.45111361891031265
0,0.7786692082881927
0,0.706318587064743
0,0.513550590723753
0,0.4599538636393845
0,0.6890728175640106
0,0.7095946073532104
0,0.6351215541362762
0,0.8379846513271332
0,0.7660077512264252
0,0.6170142292976379
0,0.8099433183670044
0,0.46532683074474335
0,0.5107031464576721
0,0.822038859128952
0,0.841055303812027
0,0.674044743180275
0,0.41513802111148834
0,0.6718645244836807
0,0.7315260469913483
0,0.47781868278980255
0,0.5294883400201797
0,0.55389703810215
0,0.38720865547657013
0,0.4279544176533818
0,0.7075024545192719
0,0.3113202527165413
0,0.9001748263835907
0,0.5883504897356033
0,0.8936774730682373
0,0.43974923342466354
0,0.596015639603138
0,0.7722245156764984
0,0.7112094759941101
0,0.9484604001045227
0,0.5667132288217545
0,0.5780733078718185
0,0.6193381249904633
0,0.10307952389121056
0,0.5111206918954849
0,0.6438980102539062
0,0.29082540422677994
0,0.8857700526714325
0,0.7845046818256378
0,0.8959476053714752
0,0.3241357672959566
0,0.48716801404953003
0,0.47606056928634644
0,0.5757317841053009
0,0.7960189580917358
0,0.7547812163829803
0,0.9602197408676147
0,0.10463836044073105
0,0.5783445239067078
0,0.7392830848693848
0,0.5040086358785629
0,0.3704805187880993
0,0.7781266570091248
0,0.8111698031425476
0,0.747614860534668
0,0.6818202137947083
0,0.8934328854084015
0,0.5848446935415268
0,0.7309599816799164
0,0.5893541425466537
0,0.7676868438720703
0,0.3272615522146225
0,0.39527803659439087
0,0.9356984198093414
0,0.5466925352811813
0,0.5062073171138763
0,0.5875969529151917
