coherence_scores_original,coherence_scores_fake
0.22079000205678098,0.22079000205678098
0.36195874038255876,0.36195874038255876
0.34761272370815277,0.34761272370815277
0.345957727703665,0.345957727703665
0.5127795716481549,0.5127795716481549
0.2810054235160351,0.2810054235160351
0.49394282855485616,0.49394282855485616
0.41689053270965815,0.41689053270965815
0.3976421269277732,0.3976421269277732
0.3936171477039655,0.3936171477039655
0.3638209101672356,0.3638209101672356
0.39808060034461645,0.39808060034461645
0.3239619250155308,0.3239619250155308
0.4134414207476836,0.4134414207476836
0.13553622116645178,0.13553622116645178
0.3884242217649113,0.3884242217649113
0.595056177540259,0.595056177540259
0.3311663903295994,0.3311663903295994
0.3974633915349841,0.3974633915349841
0.20042117140614069,0.20042117140614069
0.4472076853408533,0.4472076853408533
0.387319418705172,0.387319418705172
0.3277242227147023,0.3277242227147023
0.29103880242910235,0.29103880242910235
0.17752400809979957,0.17752400809979957
0.31489882292225957,0.31489882292225957
0.70240318775177,0.70240318775177
0.35603343741968274,0.35603343741968274
0.41672733075478496,0.41672733075478496
0.4421812423637935,0.4421812423637935
0.32890806523592847,0.32890806523592847
0.5840031440768924,0.5840031440768924
0.48421413948138553,0.48421413948138553
0.40525461584329603,0.40525461584329603
0.2435685098171234,0.2435685098171234
0.41165974122636456,0.41165974122636456
0.34358730912208557,0.34358730912208557
0.3591159108094871,0.3591159108094871
0.4036464650522579,0.4036464650522579
0.3500791708273547,0.3500791708273547
0.297127512622286,0.297127512622286
0.41534404903650285,0.41534404903650285
0.45129323191940784,0.45129323191940784
0.46961882981387054,0.46961882981387054
0.43094062279252443,0.43094062279252443
0.32014213874936104,0.32014213874936104
0.4001353858038783,0.4001353858038783
0.5594585597515106,0.5594585597515106
0.4295051900240091,0.4295051900240091
0.1484674426416556,0.1484674426416556
0.40738703111807506,0.40738703111807506
0.46102230499188107,0.46102230499188107
0.3050275317260197,0.3050275317260197
0.365522505572209,0.365522505572209
0.36228761076927185,0.36228761076927185
0.1944467998109758,0.1944467998109758
0.42841868318225207,0.42841868318225207
0.28478968562558293,0.28478968562558293
0.4016793842116992,0.4016793842116992
0.3781277303184782,0.3781277303184782
0.353740767790721,0.353740767790721
0.22872534198196312,0.22872534198196312
0.32678403719686544,0.32678403719686544
0.3332216486334801,0.3332216486334801
0.4438874006271362,0.4438874006271362
0.3266102723204173,0.3266102723204173
0.3001288194209337,0.3001288194209337
0.3227542095950672,0.3227542095950672
0.2992076630655088,0.2992076630655088
0.29404556602239607,0.29404556602239607
0.4436146996238015,0.4436146996238015
0.2940478969651919,0.2940478969651919
0.37436869326565003,0.37436869326565003
0.0,0.0
0.3237446015173534,0.3237446015173534
0.488683974201029,0.488683974201029
0.45569195970892906,0.45569195970892906
0.44806885346770287,0.44806885346770287
0.20361277421838359,0.20361277421838359
0.4028224775997492,0.4028224775997492
0.5146231481007167,0.5146231481007167
0.402412137016654,0.402412137016654
0.39831615629650297,0.39831615629650297
0.3469490793279626,0.3469490793279626
0.3773405969142914,0.3773405969142914
0.2925349734723568,0.2925349734723568
0.532360915094614,0.532360915094614
0.4222919106483459,0.4222919106483459
0.21444842391289198,0.21444842391289198
0.38878041598945856,0.38878041598945856
0.24047220328116212,0.24047220328116212
0.35897078755356016,0.35897078755356016
0.4414895201722781,0.4414895201722781
0.4352128898555582,0.4352128898555582
0.323756357225088,0.323756357225088
0.39715608085195225,0.39715608085195225
0.28495376917223136,0.28495376917223136
0.2697732273270102,0.2697732273270102
0.4511560248211026,0.4511560248211026
0.6177379563450813,0.6177379563450813
0.4627615101635456,0.4627615101635456
0.35211181454360485,0.35211181454360485
0.44515531957149507,0.44515531957149507
0.28736915191014606,0.28736915191014606
0.5407170908791679,0.5407170908791679
0.49166979392369586,0.49166979392369586
0.4900576195546559,0.4900576195546559
0.3438888740810481,0.3438888740810481
0.39114092405025774,0.39114092405025774
0.2952667888253927,0.2952667888253927
